Year,Title,Creator,TotalCheckouts
2019,Indecent advances : a hidden history of true crime and prejudice before Stonewall / James Polchin.,"Polchin, James",20
2019,The book of pride : LGBTQ heroes who changed the world / Mason Funk.,"Funk, Mason",20
2019,The velvet rage : overcoming the pain of growing up gay in a straight man's world / Alan Downs.,"Downs, Alan",20
2019,"Understanding and teaching U.S. lesbian, gay, bisexual, and transgender history / edited by Leila J. Rupp, Susan K. Freeman.",NA,20
2019,What was stonewall? / by Nico Medina ; Illustrated by Jake Murray.,"Medina, Nico, 1982-",20
2019,Angels in America : a gay fantasia on national themes / Tony Kushner.,"Kushner, Tony",19
2019,Full-metal Indigiqueer : poems / Joshua Whitehead.,"Whitehead, Joshua (Writer)",19
2019,Love is love : a comic book anthology to benefit the survivors of the Orlando Pulse shooting / IDW Publishing ; editorial and related services provided by DC Entertainment.,NA,19
2019,My butch career : a memoir / Esther Newton.,"Newton, Esther",19
2019,Ordinary girls : a memoir / Jaquira Díaz.,"Díaz, Jaquira",19
2019,"Pride : fifty years of parades and protests from the photo archives of The New York times / [editor, Samantha Weiner].",NA,19
2019,"¡Mi familia es de otro mundo! : una nueva mirada sobre los modeles familiares / Cecilia Blanco ; ilustraciones, Daniel Löwy.","Blanco, Cecilia, 1963-",19
2019,Queering anarchism : addressing and undressing power and desire / edited by C.B. Daring ... [and others].,NA,18
2019,"LGBTQ : the survival guide for lesbian, gay, bisexual, transgender, and questioning teens / Kelly Huegel Madrone.","Huegel, Kelly, 1974-",17
2019,Queer city : gay London from the Romans to the present day / Peter Ackroyd.,"Ackroyd, Peter, 1949-",17
2019,The pride guide : a guide to sexual and social health for LGBTQ youth / Jo Langford.,"Langford, Jo",17
2019,An indefinite sentence : a personal history of outlawed love and sex / Siddharth Dube.,"Dube, Siddharth, 1961-",16
2019,Choir boy / Tarell Alvin McCraney.,"McCraney, Tarell Alvin",16
2019,God and the gay Christian : the biblical case in support of same-sex relationships / Matthew Vines.,"Vines, Matthew",16
2019,"Harley Loco : hard living, hair, and post-punk, from the Middle East to the Lower East Side / Rayya Elias.","Elias, Rayya",16
2019,Ike's mystery man : the secret lives of Robert Cutler / Peter Shinkle.,"Shinkle, Peter",16
2019,Jeffrey Gibson : this is the day / curated by Tracy L. Adler.,"Gibson, Jeffrey, 1972-",16
2019,"Queer indigenous studies : critical interventions in theory, politics, and literature / edited by Qwo-Li Driskill [and others].",NA,16
2019,A wild and precious life : a memoir / Edie Windsor with Joshua Lyon.,"Windsor, Edie",15
2019,"Art after Stonewall : 1969-1989 / edited by Jonathan Weinberg with Tyler Cann, Anastasia Kinigopoulo, and Drew Sawyer.",NA,15
2019,Mean little deaf queer : a memoir / Terry Galloway.,"Galloway, Terry",15
2019,Our wretched town hall / Eric Kostiuk Williams.,"Williams, Eric Kostiuk",15
2019,Perfectly clear : escaping Scientology and fighting for the woman I love / Michelle LeClair and Robin Gaby Fisher.,"LeClair, Michelle",15
2019,Black queer hoe / Britteney Black Rose Kapri ; foreword by Danez Smith.,"Kapri, Britteney Black Rose",14
2019,"Live oak, with moss / Walt Whitman ; art by Brian Selznick ; afterword by Karen Karbiener.","Whitman, Walt, 1819-1892,",14
2019,Mean / Myriam Gurba.,"Gurba, Myriam",14
2019,"Semi queer : inside the world of gay, trans, and black truck drivers / Anne Balay.","Balay, Anne,",14
2019,"The boys of fairy town : sodomites, female impersonators, third-sexers, pansies, queers, and sex morons in Chicago's first century / Jim Elledge.","Elledge, Jim, 1950-",14
2019,We both laughed in pleasure : the selected diaries of Lou Sullivan 1961-1991 / edited by Ellis Martin and Zach Ozma ; [introduction by Susan Stryker].,"Sullivan, Lou, 1951-1991",14
2019,Would you rather? : a memoir of growing up and coming out / Katie Heaney.,"Heaney, Katie",14
2019,"Diving into the wreck : poems, 1971-1972 / Adrienne Rich.","Rich, Adrienne, 1929-2012",13
2019,Somnambulance / Fiona Smyth.,"Smyth, Fiona",13
2019,Sovereign erotics : a collection of two-spirit literature / edited by Qwo-Li Driskill ... [and others].,NA,13
2019,Stories for boys : a memoir / Gregory Martin.,"Martin, Gregory, 1971-",13
2019,The remedy : queer and trans voices on health and health care / edited by Zena Sharman.,NA,13
2019,The secret diaries of Miss Anne Lister (1791-1840) / edited by Helena Whitebread.,"Lister, Anne, 1791-1840",13
2019,Tom Bianchi : 63 E 9th street : NYC Polaroids 1975-1983.,"Bianchi, Tom",13
2019,Cruising : an intimate history of a radical pastime / Alex Espinoza.,"Espinoza, Alex, 1971-",12
2019,Outside the lines : how embracing queerness will transform your faith / Mihee Kim-Kort ; foreword by Rachel Held Evans.,"Kim-Kort, Mihee",12
2019,Pier groups : art and sex along the New York waterfront / Jonathan Weinberg.,"Weinberg, Jonathan, 1957-",12
2019,Pride : the LGBTQ+ rights movement : a photographic journey / written & edited by Christopher Measom.,"Measom, Christopher",12
2019,Queer : the ultimate LGBT guide for teens / Kathy Belge and Marke Bieschke.,"Belge, Kathy",12
2019,The bayou strangler : Louisiana's most gruesome serial killer / Fred Rosen.,"Rosen, Fred",12
2019,The world only spins forward : the ascent of Angels in America / Isaac Butler and Dan Kois.,"Butler, Isaac",12
2019,When we rise : my life in the movement / Cleve Jones.,"Jones, Cleve",12
2019,"Ask a queer chick : a guide to sex, love, and life for girls who dig girls / Lindsay King-Miller.","King-Miller, Lindsay",11
2019,"Critically sovereign : indigenous gender, sexuality, and feminist studies / Joanne Barker, editor.",NA,11
2019,"Gender outlaw : on men, women, and the rest of us / Kate Bornstein.","Bornstein, Kate, 1948-",11
2019,IRL / Tommy Pico.,"Pico, Tommy",11
2019,Odd girls and twilight lovers : a history of lesbian life in twentieth-century America / Lillian Faderman.,"Faderman, Lillian",11
2019,Rainbow warrior : my life in color / Gilbert Baker.,"Baker, Gilbert, 1951-2017,",11
2019,"Sister love : the letters of Audre Lorde and Pat Parker, 1974-1989 / introduction by Mecca Jamilah Sullivan ; edited by Julie R. Enszer.",NA,11
2019,Stonewall : the definitive story of the LGBTQ rights uprising that changed america / Martin Duberman.,"Duberman, Martin B.",11
2019,The Stonewall riots : a documentary history / Marc Stein.,"Stein, Marc",11
2019,The end of San Francisco / Mattilda Bernstein Sycamore.,"Sycamore, Mattilda Bernstein",11
2019,The journalist of Castro Street : the life of Randy Shilts / Andrew E. Stoner.,"Stoner, Andrew E.",11
2019,The letter Q : queer writers' notes to their younger selves / edited by Sarah Moon ; with contributing editor James Lecesne.,NA,11
2019,"The queer & transgender resilience workbook : skills for navigating sexual orientation & gender expression / Anneliese Singh, PhD, LPC.","Singh, Anneliese A.,",11
2019,Tinderbox : the untold story of the Up Stairs Lounge fire and the rise of gay liberation / Robert W. Fieseler.,"Fieseler, Robert W.",11
2019,Torn : rescuing the Gospel from the gays-vs.-Christians debate / Justin Lee.,"Lee, Justin, 1977-",11
2019,Trans homo...gasp! : gay FTM and cis men on sex and love / Avi Ben-Zeev and Peter Bailey [editors].,NA,11
2019,We : an adoption and a memoir / Ben Barnz.,"Barnz, Ben",11
2019,Branded by the pink triangle / Ken Setterington.,"Setterington, Ken",10
2019,Cruising utopia : the then and there of queer futurity / José Esteban Muñoz.,"Muñoz, José Esteban",10
2019,Does Jesus really love me? : a gay Christian's pilgrimage in search of God in America / Jeff Chu.,"Chu, Jeff",10
2019,Female masculinity / Judith Halberstam.,"Halberstam, Judith, 1961-",10
2019,"Gay New York : gender, urban culture, and the makings of the gay male world, 1890-1940 / George Chauncey.","Chauncey, George",10
2019,Harvey Milk : his lives and death / Lillian Faderman.,"Faderman, Lillian",10
2019,Pride : celebrating diversity & community / Robin Stevenson.,"Stevenson, Robin, 1968-",10
2019,Resistance : the LGBT fight against fascism in WWII / written by Avery Cassell ; edited by Diane Kanzler ; foreword by Laura Antoniou.,"Cassell, Avery",10
2019,"The Stonewall Riots : the fight for LGBT rights / by Tristan Poehlmann ; content consultant, Chris Freeman.","Poehlmann, Tristan",10
2019,The art of gay cooking : a culinary memoir / Daniel Isengart ; foreword by Jeremiah Tower ; illustrations by Filip Noterdaeme.,"Isengart, Daniel J.",10
2019,The lavender scare : the Cold War persecution of gays and lesbians in the federal government / David K. Johnson.,"Johnson, David K.",10
2019,"Why are faggots so afraid of faggots? : flaming challenges to masculinity, objectification, and the desire to conform / [edited by Mattilda Bernstein Sycamore].",NA,10
2019,50 queers who changed the world : a celebration of LGBTQ+ icons / Dan Jones ; illustrated by Michele Rosenthal.,"Jones, Dan",9
2019,"Black girl dangerous : on race, queerness, class and gender / Mia McKenzie","McKenzie, Mia",9
2019,"Edward Albee's The goat, or, Who is Sylvia? : (notes toward a definition of tragedy).","Albee, Edward, 1928-2016",9
2019,"It gets better : coming out, overcoming bullying, and creating a life worth living / edited by Dan Savage and Terry Miller.",NA,9
2019,"Massive : gay erotic manga and the men who make it / [edited by] Anne Ishii, Chip Kidd, Graham Kolbeins.",NA,9
2019,Pride : photographs after Stonewall / Fred W. McDarrah ; with a foreword by Hilton Als and introductions by Allen Ginsberg and Jill Johnston.,"McDarrah, Fred W., 1926-2007,",9
2019,QT : The queeriodic table : a celebration of LGBTQ+ culture / Harriet Dyer ; [text by Abi McMahon].,"Dyer, Harriet",9
2019,Queer and trans artists of color : stories of some of our lives / interviews by Nia King ; co-edited by jessica Glennon-Zukoff and Terra Mikalson.,NA,9
2019,Queering sexual violence : radical voices from within the anti-violence movement / edited by Jennifer Patterson ; foreward by Reina Gossett.,NA,9
2019,"The seasons of my mother : a memoir of love, family, and flowers / Marcia Gay Harden.","Harden, Marcia Gay",9
2019,Uncomfortable labels : my life as a gay autistic trans woman / Laura Kate Dale.,"Dale, Laura Kate",9
2019,100 crushes / Elisha Lim.,"Lim, Elisha, 1978-",8
2019,"A body, undone : living on after great pain / Christina Crosby.","Crosby, Christina, 1953-",8
2019,Alice + Freda forever : a murder in Memphis / Alexis Coe ; with illustrations by Sally Klann.,"Coe, Alexis",8
2019,Black. Queer. Southern. Women. : an oral history / E. Patrick Johnson.,"Johnson, E. Patrick, 1967-",8
2019,"Building a bridge : how the Catholic Church and the LGBT community can enter into a relationship of respect, compassion, and sensitivity / James Martin, SJ.","Martin, James, 1960-",8
2019,Code-breaker and mathematician Alan Turing / by Heather E. Schwartz.,"Schwartz, Heather E.",8
2019,David Bowie made me gay : 100 years of LGBT music / Darryl W. Bullock.,"Bullock, Darryl W.",8
2019,Growing up queer : kids and the remaking of LGBTQ identity / Mary Robertson.,"Robertson, Mary Anna,",8
2019,"Hiding out : a memoir of drugs, deception, and double lives / Tina Alexis Allen.","Allen, Tina Alexis",8
2019,"I am your sister : collected and unpublished writings of Audre Lorde / edited by Rudolph P. Byrd, Johnnetta Betsch Cole, Beverly Guy-Sheftall.","Lorde, Audre",8
2019,Lavender and red : liberation and solidarity in the gay and lesbian left / Emily K. Hobson.,"Hobson, Emily K., 1975-",8
2019,Out in time : the public lives of gay men from Stonewall to the queer generation / Perry N. Halkitis.,"Halkitis, Perry N.,",8
2019,"Overshare : love, laughs, sexuality and secrets / by Rose Ellen Dix and Rosie Spaughton.","Dix, Rose Ellen",8
2019,Queer virtue : what LGBTQ people know about life and love and how it can revitalize Christianity / the Reverend Elizabeth M. Edman.,"Edman, Elizabeth M., 1962-",8
2019,Red carpets and other banana skins / Rupert Everett.,"Everett, Rupert",8
2019,"Rethinking sexism, gender, and sexuality / edited by Annika Butler-Wall, Kim Cosier, Rachel L.S. Harper, Jeff Sapp, Jody Sokolower, Melissa Bollow Tempel.",NA,8
2019,Take me out / by Richard Greenberg.,"Greenberg, Richard, 1958-",8
2019,The gay metropolis : the landmark history of gay life in America / Charles Kaiser.,"Kaiser, Charles",8
2019,The lesbian sex haiku book (with cats!) / Anna Pulley ; illustrations by Kelsey Beyer.,"Pulley, Anna",8
2019,"The pursuit of art : travels, encounters and revelations / Martin Gayford.","Gayford, Martin, 1952-",8
2019,Yay! You're gay! Now what? : a gay boy's guide to life / Riyadh Khalaf ; illustrated by Melissa McFeeters.,"Khalaf, Riyadh",8
2019,"American Savage : insights, slights, and fights on faith, sex, love, and politics / Dan Savage.","Savage, Dan",7
2019,Angry queer Somali boy : a complicated memoir / Mohamed Abdulkarim Ali.,"Ali, Mohamed Abdulkarim, 1985-",7
2019,Dog years : a memoir / Mark Doty.,"Doty, Mark",7
2019,"Fire island pines : polaroids, 1975-1983 / Tom Bianchi.","Bianchi, Tom",7
2019,Food was her country : the memoir of a queer daughter / Marusya Bociurkiw.,"Bociurkiw, Marusya, 1958-",7
2019,Fun home / music by Jeanine Tesori ; book and lyrics by Lisa Kron.,"Kron, Lisa",7
2019,Global gay : how gay culture is changing the world / Frédéric Martel ; foreword by Michael Bronski ; translated by Patsy Baudoin.,"Martel, Frédéric, 1967-",7
2019,Inside/out / Joseph Osmundson.,"Osmundson, Joseph",7
2019,Jimmy Neurosis : a memoir / James Oseland.,"Oseland, James",7
2019,"LGBTQ : the survival guide for lesbian, gay, bisexual, transgender, and questioning teens / Kelly Huegel Madrone.","Madrone, Kelly, 1974-",7
2019,"Lust, men and meth : a gay man's guide to sex and recovery / David Fawcett ; [foreword by Mark S. King].","Fawcett, David, 1954-",7
2019,Man up! : tales of my delusional self-confidence / Ross Mathews ; [foreword by Gwyneth Paltrow ; afterword by Chelsea Handler].,"Mathews, Ross, 1979-",7
2019,"No tea, no shade : new writings in Black queer studies / edited by E. Patrick Johnson.",NA,7
2019,Out of step : a memoir / Anthony Moll.,"Moll, Anthony (Writer and educator),",7
2019,Queer and trans artists of color. Volume two / interviews by Nia King ; edited by Elena Rose.,NA,7
2019,"Queer brown voices : personal narratives of Latina/o LGBT activism / edited by Uriel Quesada, Letitia Gomez, and Salvador Vidal-Ortiz.",NA,7
2019,"Queer threads : crafting identity and community / John Chaich, Todd Oldham.","Chaich, John,",7
2019,"Raising my rainbow : adventures in raising a fabulous, gender creative son / Lori Duron ; [foreword by Neil Patrick Harris and David Burtka].","Duron, Lori",7
2019,Safe is not enough : better schools for LGBTQ students / Michael Sadowski.,"Sadowski, Michael",7
2019,"Testo junkie : sex, drugs, and biopolitics in the pharmacopornographic era / Beatriz Preciado ; translated from the French by Bruce Benderson.","Preciado, Paul B.",7
2019,The gay rights movement / Eric Braun.,"Braun, Eric, 1971-",7
2019,The kid : (what happened after my boyfriend and I decided to go get pregnant) / Dan Savage.,"Savage, Dan",7
2019,The man who knew too much : Alan Turing and the invention of the computer / David Leavitt.,"Leavitt, David, 1961-",7
2019,The queer art of failure / Judith Halberstam.,"Halberstam, Judith, 1961-",7
2019,This is a book for parents of gay kids : a question & answer guide to everyday life / Dannielle Owens-Reid & Kristin Russo ; foreword by Linda Stone Fish.,"Owens-Reid, Dannielle",7
2019,"Two dads and three girls : searching for sexual identity, falling in love, and building a family through surrogacy / Nick (Yu) He.","He, Nick (Yu)",7
2019,Unspeakably erotic : lesbian kink / edited by D. L. King.,NA,7
2019,A princess remembers : the memoirs of the Maharani of Jaipur / by Gayatri Devi of Jaipur and Santha Rama Rau.,"Gayatri Devi, Maharani of Jaipur, 1919-2009",6
2019,Coming out under fire : the history of gay men and women in World War Two / Allan Bérubé.,"Bérubé, Allan",6
2019,Dada woof papa hot : a play / by Peter Parnell.,"Parnell, Peter",6
2019,"Disasterama! : Adventures in the queer underground, 1977-1997 / Alvin Orloff ; with an introduction by Alexander Chee.","Orloff, Alvin, 1961-",6
2019,Excuse me while I slip into someone more comfortable : a memoir / Eric Poole.,"Poole, Eric, 1960-",6
2019,Gay Berlin : birthplace of a modern identity / Robert Beachy.,"Beachy, Robert",6
2019,Gay Gotham : art and underground culture in New York / Donald Albrecht with Stephen Vider.,"Albrecht, Donald",6
2019,Gay men don't get fat / Simon Doonan.,"Doonan, Simon, 1952-",6
2019,"Gay, Inc. : the nonprofitization of queer politics / Myrl Beam.","Beam, Myrl",6
2019,Geisha of a different kind : race and sexuality in gaysian America / C. Winter Han.,"Han, C. Winter, 1968-",6
2019,Inseparable : desire between women in literature / Emma Donoghue.,"Donoghue, Emma, 1969-",6
2019,My queer war / James Lord.,"Lord, James",6
2019,No place like home : lessons in activism from LGBT Kansas / C.J. Janovy.,"Janovy, C. J.",6
2019,Nîtisânak / Lindsay Nixon.,"Nixon, Lindsay, 1987-",6
2019,"Out of the closet, into the archives : researching sexual histories / edited by Amy L. Stone and Jaime Cantrell.",NA,6
2019,"QDA : a queer disability anthology / Raymond Luczak, editor.",NA,6
2019,"Queer ecologies : sex, nature, politics, desire / edited by Catriona Mortimer-Sandilands and Bruce Erickson.",NA,6
2019,"Queer game studies / Bonnie Ruberg and Adrienne Shaw, editors.",NA,6
2019,Queer hauntings : true tales of gay & lesbian ghosts / compiled by Ken Summers.,"Summers, Ken, 1979-",6
2019,Raised by unicorns : stories from people with LGBTQ+ parents / edited by Frank Lowe.,NA,6
2019,Spartacus : international gay guide 2017.,NA,6
2019,Teaching queer : radical possibilities for writing and knowing / Stacey Waite.,"Waite, Stacey,",6
2019,The children of Harvey Milk : how LGBTQ politicians changed the world / Andrew Reynolds.,"Reynolds, Andrew, 1967-",6
2019,The gang's all queer : the lives of gay gang members / Vanessa R. Panfil.,"Panfil, Vanessa R.",6
2019,The gay revolution : the story of the struggle / Lillian Faderman.,"Faderman, Lillian",6
2019,The inheritance of shame : a memoir / Peter Gajdics.,"Gajdics, Peter, 1964-",6
2019,This is my family : a first look at same-sex parents / Pat Thomas ; illustrated by Lesley Harker.,"Thomas, Pat, 1959-",6
2019,Trans figured : my journey from boy to girl to woman to man / Brian Belovitch.,"Belovitch, Brian.",6
2019,"Two-spirit people : Native American gender identity, sexuality, and spirituality / edited by Sue-Ellen Jacobs, Wesley Thomas, and Sabine Lang.",NA,6
2019,Unconditional : a guide to loving and supporting your LGBTQ child / by Telaina Eriksen.,"Eriksen, Telaina",6
2019,Unnatural dykes to watch out for / by Alison Bechdel.,"Bechdel, Alison, 1960-",6
2019,Wolf magic / Natsuki Zippo.,"Zippo, Natsuki",6
2019,Wuvable Oaf. Blood & metal / Ed Luce.,"Luce, Ed",6
2019,"""You can tell just by looking"" : and 20 other myths about LGBT life and people / Michael Bronski, Ann Pellegrini, Michael Amico.","Bronski, Michael",5
2019,10 smart things gay men can do to improve their lives / Joe Kort.,"Kort, Joe",5
2019,Bessie Smith / Jackie Kay.,"Kay, Jackie, 1961-",5
2019,Bright half life / by Tanya Barfield.,"Barfield, Tanya",5
2019,Burn this / by Lanford Wilson.,"Wilson, Lanford, 1937-2011",5
2019,Butterfly boy : memories of a Chicano mariposa / Rigoberto González.,"González, Rigoberto",5
2019,Chopper! chopper! : poetry from bordered lives / Verónica Reyes.,"Reyes, Verónica",5
2019,City boy : my life in New York during the 1960s and '70s / Edmund White.,"White, Edmund, 1940-",5
2019,Civil rights for beginners / Paul Von Blum ; illustrations by Frank Reynoso.,"Von Blum, Paul",5
2019,Coal to diamonds : a memoir / Beth Ditto ; with Michelle Tea.,"Ditto, Beth",5
2019,"Crimson spell. Volume 1 / story and art by Ayano Yamane ; [translation, Adrienne Beck].","Yamane, Ayano",5
2019,Depression : a public feeling / Ann Cvetkovich.,"Cvetkovich, Ann, 1957-",5
2019,Fairyland : a memoir of my father / Alysia Abbott.,"Abbott, Alysia",5
2019,"Fat gay men : girth, mirth, and the politics of stigma / Jason Whitesel.","Whitesel, Jason",5
2019,"For all of us, one today : an inaugural poet's journey / Richard Blanco.","Blanco, Richard, 1968-",5
2019,Gay American autobiography : writings from Whitman to Sedaris / edited by David Bergman.,NA,5
2019,"Gay and Catholic : accepting my sexuality, finding community, living my faith / Eve Tushnet.","Tushnet, Eve",5
2019,Gutted / Justin Chin.,"Chin, Justin, 1969-2015",5
2019,Homintern : how gay culture liberated the modern world / Gregory Woods.,"Woods, Gregory, 1953-",5
2019,In search of pure lust : a memoir / Lise Weil.,"Weil, Lise",5
2019,Indian blood : HIV and colonial trauma in San Francisco's two-spirit community / Andrew J. Jolivette.,"Jolivétte, Andrew, 1975-",5
2019,"Intense. 1, Night on the Red Road / story and art by Kyungha Yi ; translator, Jeong Lee.","Yi, Kyungha",5
2019,Jewish radical feminism : voices from the women's liberation movement / Joyce Antler.,"Antler, Joyce",5
2019,"Lionel H. Pries, architect, artist, educator : from arts and crafts to modern architecture / Jeffrey Karl Ochsner.","Ochsner, Jeffrey Karl",5
2019,Lou Sullivan : daring to be a man among men / Brice D. Smith.,"Smith, Brice D.",5
2019,Memoir of a race traitor : fighting racism in the American South / Mab Segrest.,"Segrest, Mab, 1949-",5
2019,My avant-garde education : a memoir / Bernard Cooper.,"Cooper, Bernard, 1951-",5
2019,"Now go home : wilderness, belonging, and the crosscut saw / Ana Maria Spagna.","Spagna, Ana Maria",5
2019,One day on the gold line : a memoir in essays / Carla Rachel Sameth.,"Sameth, Carla Rachel",5
2019,Out of a far country : a gay son's journey to God : a broken mother's search for hope / Christopher Yuan & Angela Yuan.,"Yuan, Christopher",5
2019,Persistence : all ways butch and femme / edited by Ivan E. Coyote & Zena Sharman.,NA,5
2019,"Refocusing my family : coming out, being cast out, and discovering the true love of God / Amber Cantorna.","Cantorna, Amber, 1985-",5
2019,"Saving Alex : when I was fifteen I told my Mormon parents I was gay, and that's when my nightmare began / Alex Cooper with Joanna Brooks.","Cooper, Alex, 1994-",5
2019,"She called me woman : Nigeria's queer women speak / Azeenarh Mohammed, Chitra Nagarajan, Rafeeat Aliyu.",NA,5
2019,"The Laramie project / by Moisés Kaufman and the members of Tectonic Theater Project ; [head writer, Leigh Fondakowski ; associate writers, Stephen Belber, Greg Pierotti, Stephen Wangh ; dramaturgs, Amanda Gronich ... and others].","Kaufman, Moisés",5
2019,The boys in the band / by Mart Crowley.,"Crowley, Mart, 1935-",5
2019,The brother/sister plays / Tarell Alvin McCraney.,"McCraney, Tarell Alvin",5
2019,"The commitment : love, sex, marriage, and my family / Dan Savage.","Savage, Dan",5
2019,"The inheritance : inspired by the novel Howard's End, by E.M. Forster / Matthew Lopez.","Lopez, Matthew",5
2019,"The lesbian South : southern feminists, the women in print movement, and the queer literary canon / Jaime Harker.","Harker, Jaime",5
2019,The prince of Los Cocuyos : a Miami childhood / Richard Blanco.,"Blanco, Richard, 1968-",5
2019,"The right side of history : 100 years of LGBTQI activism / Adrian Brooks ; foreword by Jonathan D. Katz, PhD.","Brooks, Adrian, 1947-",5
2019,"Torah queeries : weekly commentaries on the Hebrew Bible / edited by Gregg Drinkwater, Joshua Lesser, and David Shneer ; foreword by Judith Plaskow.",NA,5
2019,"Transgender, intersex and Biblical Interpretation / by Teresa J. Hornsby and Deryn Guest.","Hornsby, Teresa J., 1959-",5
2019,Two or three things I know for sure / Dorothy Allison.,"Allison, Dorothy, 1949-",5
2019,Warped : gay normality and queer anti-capitalism / by Peter Drucker.,"Drucker, Peter, 1958-",5
2019,Warrior poet : a biography of Audre Lorde / Alexis De Veaux.,"De Veaux, Alexis, 1948-",5
2019,Why straight guys love their gay guys : reviving the roots of male sexuality / David Dalton.,"Dalton, David",5
2019,"2.5 minute ride ; and, 101 humiliating stories / Lisa Kron.","Kron, Lisa",4
2019,A desired past : a short history of same-sex love in America / Leila J. Rupp.,"Rupp, Leila J., 1950-",4
2019,A great unrecorded history : a new life of E.M. Forster / Wendy Moffat.,"Moffat, Wendy, 1955-",4
2019,And baby makes 4 / written by Judith Benjamin ; graphics by Judith Freeman.,"Benjamin, Judith",4
2019,Anthony Blunt : his lives / Miranda Carter.,"Carter, Miranda, 1965-",4
2019,Born to belonging : writings on spirit and justice / Mab Segrest.,"Segrest, Mab, 1949-",4
2019,Changing ones : third and fourth genders in Native North America / Will Roscoe.,"Roscoe, Will",4
2019,Covering : the hidden assault on our civil rights / Kenji Yoshino.,"Yoshino, Kenji",4
2019,Everybody's bread : poetry / by Claudia Rodriguez ; forward by Joseph Delgado.,"Rodríguez, Claudia",4
2019,Facing the music : my story / Jennifer Knapp.,"Knapp, Jennifer, 1974-",4
2019,Frank : a life in politics from the Great Society to same-sex marriage / Barney Frank.,"Frank, Barney, 1940-",4
2019,"Gay bar : the fabulous, true story of a daring woman and her boys in the 1950s / Will Fellows and Helen P. Branson ; introduction by Blanche M. Baker.","Fellows, Will",4
2019,"GenderQueer : voices from beyond the sexual binary / edited by Joan Nestle, Clare Howell, and Riki Wilchins.",NA,4
2019,Has the gay movement failed? / Martin Duberman.,"Duberman, Martin B.",4
2019,He's always been my son : a mother's story about raising her transgender son / Janna Barkin.,"Barkin, Janna,",4
2019,"Hot, throbbing dykes to watch out for / by Alison Bechdel.","Bechdel, Alison, 1960-",4
2019,"LGBTQ stats : lesbian, gay, bisexual, transgender, and queer people by the numbers / David Deschamps and Bennett Singer.","Deschamps, David",4
2019,"Making it legal : a guide to same-sex marriage, domestic partnerships & civil unions / Frederick C. Hertz with Emily Doskow.","Hertz, Frederick",4
2019,Paris is burning : a queer film classic / Lucas Hilderbrand.,"Hilderbrand, Lucas, 1975-",4
2019,Party of one : a memoir in 21 songs / Dave Holmes.,"Holmes, Dave, 1971-",4
2019,"Pink triangle : the feuds and private lives of Tennessee Williams, Gore Vidal, Truman Capote, and members of their entourages / Darwin Porter & Danforth Prince.","Porter, Darwin",4
2019,"Queer (in)justice : the criminalization of LGBT people in the United States / Joey L. Mogul, Andrea J. Ritchie, and Kay Whitlock.","Mogul, Joey L., 1969-",4
2019,Same-sex unions in premodern Europe / John Boswell.,"Boswell, John, 1947-1994",4
2019,Shadows in the sun : healing from depression and finding the light within / Gayathri Ramprasad.,"Ramprasad, Gayathri",4
2019,Smash cut : a memoir of Howard & art & the '70s & the '80s / Brad Gooch.,"Gooch, Brad, 1952-",4
2019,"The Laramie Project and the Laramie Project : ten years later / Moisés Kaufman, Leigh Fondakowski, Greg Pierotti, Andy Paris, and Stephen Belber.","Kaufman, Moisés",4
2019,"The boys in the band : flashpoints of cinema, history, and queer politics / edited by Matt Bell.",NA,4
2019,The complete Wendel / by Howard Cruse ; [with an introduction by Alison Bechdel.],"Cruse, Howard",4
2019,The mayor of Castro Street : the life & times of Harvey Milk / Randy Shilts.,"Shilts, Randy",4
2019,"The meaning of Matthew : my son's murder in Laramie, and a world transformed / Judy Shepard with Jon Barrett.","Shepard, Judy",4
2019,The professor and other writings / Terry Castle.,"Castle, Terry",4
2019,The whole lesbian sex book : a passionate guide for all of us / Felice Newman.,"Newman, Felice",4
2019,There goes the gayborhood? / Amin Ghaziani.,"Ghaziani, Amin",4
2019,Ties that bind : familial homophobia and its consequences / Sarah Schulman.,"Schulman, Sarah, 1958-",4
2019,"Ties that bind : the SM/leather/fetish erotic style : issues, commentaries, and advice / Guy Baldwin ; edited by Joseph Bean ; preface by Gayle Rubin.","Baldwin, Guy (Guy A.)",4
2019,Touching my father's soul : a Sherpa's journey to the top of Everest / Jamling Tenzing Norgay with Broughton Coburn.,"Norgay, Jamling Tenzing",4
2019,"Uncovered : how I left Hasidic life and finally came home, a memoir / by Leah Lax.","Lax, Leah",4
2019,Washed and waiting : reflections on Christian faithfulness and homosexuality / Wesley Hill.,"Hill, Wesley, 1981-",4
2019,"What the mouth wants : a memoir of food, love and belonging / Monica Meneghetti.","Meneghetti, Monica.",4
2019,When we were outlaws : a memoir of love and revolution / Jeanne Córdova.,"Córdova, Jeanne",4
2019,Work! : a queer history of modeling / Elspeth H. Brown.,"Brown, Elspeth H., 1961-",4
2019,A legal guide for lesbian and gay couples / Attorneys Frederick Hertz and Emily Doskow.,"Hertz, Frederick",3
2019,A pornographer / Arch Brown.,"Brown, Arch,",3
2019,A queer history of fashion : from the closet to the catwalk / [edited by Valerie Steele].,NA,3
2019,A taste for brown bodies : gay modernity and cosmopolitan desire / Hiram Pérez.,"Pérez, Hiram",3
2019,After the dance : my life with Marvin Gaye / Jan Gaye with David Ritz.,"Gaye, Jan, 1956-",3
